#locusName	Id	IdType	description if any, GO is via pfam2go/interpro
Sphfalx0341s0010	PF12796	PFAM	Ankyrin repeats (3 copies)
Sphfalx0224s0013	PF14703	PFAM	Cytosolic domain of 10TM putative phosphate transporter
Sphfalx0224s0013	PF13967	PFAM	Late exocytosis, associated with Golgi transport 
Sphfalx0224s0013	PF02714	PFAM	Calcium-dependent channel, 7TM region, putative phosphate
Sphfalx0080s0025	PF05291	PFAM	Bystin
Sphfalx0013s0230	PF00118	PFAM	TCP-1/cpn60 chaperonin family
Sphfalx0551s0003	PF00069	PFAM	Protein kinase domain
Sphfalx0003s0100	PF00560	PFAM	Leucine Rich Repeat
Sphfalx0003s0100	PF13855	PFAM	Leucine rich repeat
Sphfalx0003s0100	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0068s0006	PF01399	PFAM	PCI domain
Sphfalx0068s0006	PF10602	PFAM	26S proteasome subunit RPN7
Sphfalx0014s0164	PF14432	PFAM	DYW family of nucleic acid deaminases
Sphfalx0282s0017	PF07973	PFAM	Threonyl and Alanyl tRNA synthetase second additional domain
Sphfalx0282s0017	PF02824	PFAM	TGS domain
Sphfalx0282s0017	PF03129	PFAM	Anticodon binding domain
Sphfalx0282s0017	PF00587	PFAM	tRNA synthetase class II core domain (G, H, P, S and T)
Sphfalx0068s0027	PF02887	PFAM	Pyruvate kinase, alpha/beta domain
Sphfalx0068s0027	PF00224	PFAM	Pyruvate kinase, barrel domain
Sphfalx0060s0033	PF07842	PFAM	GC-rich sequence DNA-binding factor-like protein
Sphfalx0154s0030	PF00481	PFAM	Protein phosphatase 2C
Sphfalx0017s0068	PF00069	PFAM	Protein kinase domain
Sphfalx0021s0001	PF00078	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0077s0036	PF04564	PFAM	U-box domain
Sphfalx0077s0036	PF00514	PFAM	Armadillo/beta-catenin-like repeat
Sphfalx0001s0127	PF07883	PFAM	Cupin domain
Sphfalx0046s0111	PF00314	PFAM	Thaumatin family
Sphfalx0058s0093	PF13976	PFAM	GAG-pre-integrase domain
Sphfalx0000s0180	PF02493	PFAM	MORN repeat
Sphfalx0000s0180	PF01504	PFAM	Phosphatidylinositol-4-phosphate 5-Kinase
Sphfalx0001s0231	PF10151	PFAM	TMEM214, C-terminal, caspase 4 activator
Sphfalx0232s0024	PF14144	PFAM	Seed dormancy control
Sphfalx0178s0025	PF03088	PFAM	Strictosidine synthase
Sphfalx0044s0088	PF02518	PFAM	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Sphfalx0044s0088	PF01119	PFAM	DNA mismatch repair protein, C-terminal domain
Sphfalx0044s0088	PF08676	PFAM	MutL C terminal dimerisation domain
Sphfalx0100s0020	PF02309	PFAM	AUX/IAA family
Sphfalx0100s0020	PF02362	PFAM	B3 DNA binding domain
Sphfalx0100s0020	PF06507	PFAM	Auxin response factor
Sphfalx0106s0083	PF00085	PFAM	Thioredoxin
Sphfalx0308s0001	PF00067	PFAM	Cytochrome P450
Sphfalx0147s0008	PF02338	PFAM	OTU-like cysteine protease
Sphfalx0078s0076	PF02789	PFAM	Cytosol aminopeptidase family, N-terminal domain
Sphfalx0078s0076	PF00883	PFAM	Cytosol aminopeptidase family, catalytic domain
Sphfalx0051s0107	PF00854	PFAM	POT family
Sphfalx0000s0151	PF06298	PFAM	Photosystem II protein Y (PsbY)
Sphfalx0016s0125	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0000s0502	PF00861	PFAM	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast
Sphfalx0000s0502	PF13960	PFAM	Domain of unknown function (DUF4218)
Sphfalx0000s0502	PF02992	PFAM	Transposase family tnp2
Sphfalx0063s0083	PF00411	PFAM	Ribosomal protein S11
Sphfalx0034s0075	PF00282	PFAM	Pyridoxal-dependent decarboxylase conserved domain
Sphfalx0046s0007	PF00515	PFAM	Tetratricopeptide repeat
Sphfalx0046s0007	PF13414	PFAM	TPR repeat
Sphfalx0046s0007	PF00149	PFAM	Calcineurin-like phosphoesterase
Sphfalx0046s0007	PF08321	PFAM	PPP5 TPR repeat region
Sphfalx0159s0024	PF14769	PFAM	Flagellar C1a complex subunit C1a-32
Sphfalx0037s0025	PF05553	PFAM	Cotton fibre expressed protein
Sphfalx0148s0020	PF00923	PFAM	Transaldolase/Fructose-6-phosphate aldolase
Sphfalx0197s0008	PF00484	PFAM	Carbonic anhydrase
Sphfalx0029s0167	PF00004	PFAM	ATPase family associated with various cellular activities (AAA)
Sphfalx0013s0046	PF13976	PFAM	GAG-pre-integrase domain
Sphfalx0013s0046	PF14227	PFAM	
Sphfalx0080s0062	PF03168	PFAM	Late embryogenesis abundant protein
Sphfalx0060s0038	PF04548	PFAM	AIG1 family
Sphfalx0060s0038	PF11886	PFAM	Translocase of chloroplast 159/132, membrane anchor domain
Sphfalx0002s0376	PF00724	PFAM	NADH:flavin oxidoreductase / NADH oxidase family
Sphfalx0116s0007	PF09439	PFAM	Signal recognition particle receptor beta subunit
Sphfalx0324s0002	PF13960	PFAM	Domain of unknown function (DUF4218)
Sphfalx0324s0002	PF13952	PFAM	Domain of unknown function (DUF4216)
Sphfalx0324s0002	PF02992	PFAM	Transposase family tnp2
Sphfalx0094s0001	PF00483	PFAM	Nucleotidyl transferase
Sphfalx0032s0021	PF15011	PFAM	Casein Kinase 2 substrate
Sphfalx0002s0306	PF00106	PFAM	short chain dehydrogenase
Sphfalx0077s0001	PF01535	PFAM	PPR repeat
Sphfalx0077s0001	PF13041	PFAM	PPR repeat family 
Sphfalx0041s0051	PF00144	PFAM	Beta-lactamase
Sphfalx0104s0022	PF00230	PFAM	Major intrinsic protein
Sphfalx0015s0254	PF00787	PFAM	PX domain
Sphfalx0015s0254	PF08628	PFAM	Sorting nexin C terminal
Sphfalx0015s0254	PF02194	PFAM	PXA domain
Sphfalx0294s0020	PF05970	PFAM	PIF1-like helicase
Sphfalx0005s0052	PF02148	PFAM	Zn-finger in ubiquitin-hydrolases and other protein
Sphfalx0005s0052	PF13423	PFAM	Ubiquitin carboxyl-terminal hydrolase
Sphfalx0051s0057	PF01237	PFAM	Oxysterol-binding protein 
Sphfalx0081s0038	PF00179	PFAM	Ubiquitin-conjugating enzyme
Sphfalx0376s0006	PF00004	PFAM	ATPase family associated with various cellular activities (AAA)
Sphfalx0049s0125	PF01180	PFAM	Dihydroorotate dehydrogenase
Sphfalx0108s0069	PF03109	PFAM	ABC1 family
Sphfalx0050s0017	PF01189	PFAM	16S rRNA methyltransferase RsmB/F
Sphfalx0038s0155	PF01903	PFAM	CbiX
Sphfalx0004s0078	PF00342	PFAM	Phosphoglucose isomerase
Sphfalx0089s0017	PF00438	PFAM	S-adenosylmethionine synthetase, N-terminal domain
Sphfalx0089s0017	PF02772	PFAM	S-adenosylmethionine synthetase, central domain
Sphfalx0089s0017	PF02773	PFAM	S-adenosylmethionine synthetase, C-terminal domain
Sphfalx0169s0008	PF03330	PFAM	Lytic transglycolase
Sphfalx0083s0018	PF08991	PFAM	Mature-T-Cell Proliferation I type
Sphfalx0303s0006	PF05970	PFAM	PIF1-like helicase
Sphfalx0214s0005	PF00332	PFAM	Glycosyl hydrolases family 17
Sphfalx0234s0024	PF02719	PFAM	Polysaccharide biosynthesis protein
Sphfalx0115s0026	PF03227	PFAM	Gamma interferon inducible lysosomal thiol reductase (GILT)
Sphfalx0008s0061	PF00612	PFAM	IQ calmodulin-binding motif
Sphfalx0001s0179	PF01963	PFAM	TraB family
Sphfalx0018s0250	PF03522	PFAM	Solute carrier family 12
Sphfalx0018s0250	PF00324	PFAM	Amino acid permease
Sphfalx0282s0011	PF14227	PFAM	
Sphfalx0228s0007	PF00294	PFAM	pfkB family carbohydrate kinase
Sphfalx0116s0080	PF11717	PFAM	RNA binding activity-knot of a chromodomain 
Sphfalx0116s0080	PF01853	PFAM	MOZ/SAS family
Sphfalx0062s0065	PF01113	PFAM	Dihydrodipicolinate reductase, N-terminus
Sphfalx0062s0065	PF05173	PFAM	Dihydrodipicolinate reductase, C-terminus
Sphfalx0286s0003	PF12710	PFAM	haloacid dehalogenase-like hydrolase
Sphfalx0286s0003	PF16209	PFAM	Phospholipid-translocating ATPase N-terminal
Sphfalx0286s0003	PF16212	PFAM	Phospholipid-translocating P-type ATPase C-terminal
Sphfalx0017s0128	PF07727	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0285s0010	PF00628	PFAM	PHD-finger
Sphfalx0285s0010	PF12165	PFAM	Alfin 
Sphfalx0222s0014	PF05225	PFAM	helix-turn-helix, Psq domain
Sphfalx0222s0014	PF03221	PFAM	Tc5 transposase DNA-binding domain
Sphfalx0014s0137	PF00366	PFAM	Ribosomal protein S17
Sphfalx0014s0137	PF16205	PFAM	Ribosomal_S17 N-terminal
Sphfalx0044s0020	PF00232	PFAM	Glycosyl hydrolase family 1
Sphfalx0322s0014	PF00274	PFAM	Fructose-bisphosphate aldolase class-I
Sphfalx0187s0031	PF01040	PFAM	UbiA prenyltransferase family
Sphfalx0440s0001	PF13848	PFAM	Thioredoxin-like domain
Sphfalx0440s0001	PF00085	PFAM	Thioredoxin
Sphfalx0039s0154	PF08028	PFAM	Acyl-CoA dehydrogenase, C-terminal domain
Sphfalx0039s0154	PF02771	PFAM	Acyl-CoA dehydrogenase, N-terminal domain
Sphfalx0039s0154	PF02770	PFAM	Acyl-CoA dehydrogenase, middle domain
Sphfalx0039s0154	PF01636	PFAM	Phosphotransferase enzyme family
Sphfalx0207s0010	PF08881	PFAM	CVNH domain
Sphfalx0232s0008	PF00171	PFAM	Aldehyde dehydrogenase family
Sphfalx0072s0037	PF04398	PFAM	Protein of unknown function, DUF538
Sphfalx0214s0030	PF03221	PFAM	Tc5 transposase DNA-binding domain
Sphfalx0214s0030	PF03184	PFAM	DDE superfamily endonuclease
Sphfalx0055s0003	PF13561	PFAM	Enoyl-(Acyl carrier protein) reductase
Sphfalx0018s0032	PF11926	PFAM	Domain of unknown function (DUF3444)
Sphfalx0009s0154	PF03514	PFAM	GRAS domain family
Sphfalx0024s0099	PF05627	PFAM	Cleavage site for pathogenic type III effector avirulence factor Avr
Sphfalx0174s0023	PF00067	PFAM	Cytochrome P450
Sphfalx0049s0037	PF03016	PFAM	Exostosin family
Sphfalx0000s0030	PF00069	PFAM	Protein kinase domain
Sphfalx0028s0113	PF03489	PFAM	Saposin-like type B, region 2
Sphfalx0028s0113	PF05184	PFAM	Saposin-like type B, region 1
Sphfalx0028s0113	PF00026	PFAM	Eukaryotic aspartyl protease
Sphfalx0447s0002	PF00012	PFAM	Hsp70 protein
Sphfalx0023s0013	PF07915	PFAM	Glucosidase II beta subunit-like protein
Sphfalx0027s0194	PF07983	PFAM	X8 domain
Sphfalx0027s0194	PF00332	PFAM	Glycosyl hydrolases family 17
Sphfalx0234s0019	PF13181	PFAM	Tetratricopeptide repeat
Sphfalx0234s0019	PF00011	PFAM	Hsp20/alpha crystallin family
Sphfalx0234s0019	PF13374	PFAM	Tetratricopeptide repeat
Sphfalx0234s0019	PF13424	PFAM	Tetratricopeptide repeat
Sphfalx0006s0218	PF11937	PFAM	Protein of unknown function (DUF3455)
Sphfalx0192s0039	PF13877	PFAM	Potential Monad-binding region of RPAP3
Sphfalx0192s0039	PF00515	PFAM	Tetratricopeptide repeat
Sphfalx0192s0039	PF13414	PFAM	TPR repeat
Sphfalx0185s0028	PF00005	PFAM	ABC transporter
Sphfalx0030s0081	PF01704	PFAM	UTP--glucose-1-phosphate uridylyltransferase
Sphfalx0279s0008	PF02811	PFAM	PHP domain
Sphfalx0006s0153	PF04725	PFAM	Photosystem II 10 kDa polypeptide PsbR
Sphfalx0102s0100	PF13499	PFAM	EF-hand domain pair
Sphfalx0102s0100	PF13833	PFAM	EF-hand domain pair
Sphfalx0234s0028	PF13952	PFAM	Domain of unknown function (DUF4216)
Sphfalx0234s0028	PF13960	PFAM	Domain of unknown function (DUF4218)
Sphfalx0002s0381	PF13499	PFAM	EF-hand domain pair
Sphfalx0107s0061	PF00076	PFAM	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Sphfalx0077s0038	PF03909	PFAM	BSD domain  
Sphfalx0077s0038	PF13890	PFAM	Rab3 GTPase-activating protein catalytic subunit
Sphfalx0022s0191	PF13639	PFAM	Ring finger domain
Sphfalx0649s0002	PF00411	PFAM	Ribosomal protein S11
Sphfalx0041s0118	PF13893	PFAM	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Sphfalx0041s0118	PF00076	PFAM	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Sphfalx0120s0035	PF01569	PFAM	PAP2 superfamily
Sphfalx0012s0029	PF01535	PFAM	PPR repeat
Sphfalx0012s0029	PF13041	PFAM	PPR repeat family 
Sphfalx0085s0012	PF08240	PFAM	Alcohol dehydrogenase GroES-like domain
Sphfalx0004s0042	PF00504	PFAM	Chlorophyll A-B binding protein
Sphfalx0004s0069	PF01959	PFAM	3-dehydroquinate synthase II
Sphfalx0020s0048	PF00004	PFAM	ATPase family associated with various cellular activities (AAA)
Sphfalx0020s0048	PF01434	PFAM	Peptidase family M41
Sphfalx0014s0237	PF01399	PFAM	PCI domain
Sphfalx0014s0237	PF10602	PFAM	26S proteasome subunit RPN7
Sphfalx0020s0155	PF04851	PFAM	Type III restriction enzyme, res subunit
Sphfalx0020s0155	PF14709	PFAM	double strand RNA binding domain from DEAD END PROTEIN 1
Sphfalx0020s0155	PF00035	PFAM	Double-stranded RNA binding motif
Sphfalx0020s0155	PF00271	PFAM	Helicase conserved C-terminal domain
Sphfalx0020s0155	PF02170	PFAM	PAZ domain
Sphfalx0020s0155	PF03368	PFAM	Dicer dimerisation domain
Sphfalx0020s0155	PF00636	PFAM	Ribonuclease III domain
Sphfalx0002s0256	PF13855	PFAM	Leucine rich repeat
Sphfalx0002s0256	PF12819	PFAM	Malectin-like domain
Sphfalx0244s0014	PF09298	PFAM	Fumarylacetoacetase N-terminal
Sphfalx0244s0014	PF01557	PFAM	Fumarylacetoacetate (FAA) hydrolase family
Sphfalx0130s0030	PF05915	PFAM	Eukaryotic protein of unknown function (DUF872)
Sphfalx0302s0013	PF13976	PFAM	GAG-pre-integrase domain
Sphfalx0302s0013	PF00665	PFAM	Integrase core domain
Sphfalx0302s0013	PF07727	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0001s0157	PF00043	PFAM	Glutathione S-transferase, C-terminal domain
Sphfalx0001s0157	PF13417	PFAM	Glutathione S-transferase, N-terminal domain
Sphfalx0271s0023	PF05970	PFAM	PIF1-like helicase
Sphfalx0083s0035	PF00930	PFAM	Dipeptidyl peptidase IV (DPP IV) N-terminal region
Sphfalx0083s0035	PF07676	PFAM	WD40-like Beta Propeller Repeat
Sphfalx0068s0069	PF03446	PFAM	NAD binding domain of 6-phosphogluconate dehydrogenase
Sphfalx0068s0069	PF00393	PFAM	6-phosphogluconate dehydrogenase, C-terminal domain
Sphfalx0272s0006	PF12804	PFAM	MobA-like NTP transferase domain
Sphfalx0063s0096	PF13920	PFAM	Zinc finger, C3HC4 type (RING finger)
Sphfalx0015s0013	PF01535	PFAM	PPR repeat
Sphfalx0015s0013	PF13041	PFAM	PPR repeat family 
Sphfalx0057s0051	PF04601	PFAM	Domain of unknown function (DUF569)
Sphfalx0261s0004	PF00314	PFAM	Thaumatin family
Sphfalx0048s0104	PF03460	PFAM	Nitrite/Sulfite reductase ferredoxin-like half domain
Sphfalx0048s0104	PF01077	PFAM	Nitrite and sulphite reductase 4Fe-4S domain
Sphfalx0026s0152	PF01145	PFAM	SPFH domain / Band 7 family
Sphfalx0006s0399	PF00097	PFAM	Zinc finger, C3HC4 type (RING finger)
Sphfalx0006s0399	PF02182	PFAM	SAD/SRA domain
Sphfalx0091s0045	PF09419	PFAM	Mitochondrial PGP phosphatase
Sphfalx0045s0082	PF01048	PFAM	Phosphorylase superfamily
Sphfalx0016s0127	PF08240	PFAM	Alcohol dehydrogenase GroES-like domain
Sphfalx0016s0127	PF00107	PFAM	Zinc-binding dehydrogenase
Sphfalx0140s0023	PF00107	PFAM	Zinc-binding dehydrogenase
Sphfalx0140s0023	PF08240	PFAM	Alcohol dehydrogenase GroES-like domain
Sphfalx0049s0061	PF13371	PFAM	Tetratricopeptide repeat
Sphfalx0049s0061	PF00069	PFAM	Protein kinase domain
Sphfalx0049s0061	PF00515	PFAM	Tetratricopeptide repeat
Sphfalx0001s0151	PF01176	PFAM	Translation initiation factor 1A / IF-1
Sphfalx0258s0002	PF00069	PFAM	Protein kinase domain
Sphfalx0000s0210	PF00394	PFAM	Multicopper oxidase
Sphfalx0000s0210	PF07731	PFAM	Multicopper oxidase
Sphfalx0000s0210	PF07732	PFAM	Multicopper oxidase
Sphfalx0085s0063	PF01992	PFAM	ATP synthase (C/AC39) subunit
Sphfalx0095s0001	PF04791	PFAM	LMBR1-like membrane protein
Sphfalx0014s0092	PF00544	PFAM	Pectate lyase
Sphfalx0091s0011	PF00378	PFAM	Enoyl-CoA hydratase/isomerase
Sphfalx0131s0029	PF00249	PFAM	Myb-like DNA-binding domain
Sphfalx0026s0090	PF10417	PFAM	C-terminal domain of 1-Cys peroxiredoxin
Sphfalx0026s0090	PF00578	PFAM	AhpC/TSA family
Sphfalx0013s0065	PF06200	PFAM	tify domain
Sphfalx0013s0065	PF00320	PFAM	GATA zinc finger
Sphfalx0013s0065	PF06203	PFAM	CCT motif
Sphfalx0002s0204	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0029s0019	PF00098	PFAM	Zinc knuckle
Sphfalx0029s0019	PF13961	PFAM	Domain of unknown function (DUF4219)
Sphfalx0029s0019	PF13976	PFAM	GAG-pre-integrase domain
Sphfalx0029s0019	PF00665	PFAM	Integrase core domain
Sphfalx0029s0019	PF14227	PFAM	
Sphfalx0029s0019	PF07727	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0004s0385	PF13837	PFAM	Myb/SANT-like DNA-binding domain
Sphfalx0278s0003	PF00078	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0028s0130	PF02701	PFAM	Dof domain, zinc finger
Sphfalx0026s0123	PF13320	PFAM	Domain of unknown function (DUF4091)
Sphfalx0017s0151	PF05761	PFAM	5' nucleotidase family
Sphfalx0038s0095	PF00561	PFAM	alpha/beta hydrolase fold
Sphfalx0016s0001	PF03184	PFAM	DDE superfamily endonuclease
Sphfalx0094s0049	PF04564	PFAM	U-box domain
Sphfalx0062s0134	PF05817	PFAM	Oligosaccharyltransferase subunit Ribophorin II
Sphfalx0383s0003	PF00560	PFAM	Leucine Rich Repeat
Sphfalx0383s0003	PF00931	PFAM	NB-ARC domain
Sphfalx0002s0159	PF15879	PFAM	NADH-ubiquinone oxidoreductase MWFE subunit
Sphfalx0062s0104	PF00962	PFAM	Adenosine/AMP deaminase
Sphfalx0000s0364	PF00125	PFAM	Core histone H2A/H2B/H3/H4
Sphfalx0027s0067	PF01697	PFAM	Glycosyltransferase family 92
Sphfalx0012s0062	PF14687	PFAM	Domain of unknown function (DUF4460)
Sphfalx0012s0062	PF14688	PFAM	Domain of unknown function (DUF4461)
Sphfalx0081s0082	PF13961	PFAM	Domain of unknown function (DUF4219)
Sphfalx0081s0082	PF14223	PFAM	gag-polypeptide of LTR copia-type
Sphfalx0081s0082	PF07727	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0013s0072	PF13639	PFAM	Ring finger domain
Sphfalx0061s0031	PF04117	PFAM	Mpv17 / PMP22 family 
Sphfalx0040s0188	PF12146	PFAM	Serine aminopeptidase, S33
Sphfalx0079s0096	PF00027	PFAM	Cyclic nucleotide-binding domain
Sphfalx0079s0096	PF00520	PFAM	Ion transport protein
Sphfalx0016s0247	PF03144	PFAM	Elongation factor Tu domain 2
Sphfalx0016s0247	PF03143	PFAM	Elongation factor Tu C-terminal domain
Sphfalx0016s0247	PF00009	PFAM	Elongation factor Tu GTP binding domain
Sphfalx0083s0066	PF04801	PFAM	Sin-like protein conserved region
Sphfalx0002s0275	PF07082	PFAM	Protein of unknown function (DUF1350)
Sphfalx0038s0052	PF04695	PFAM	Peroxisomal membrane anchor protein (Pex14p) conserved region
Sphfalx0151s0023	PF01007	PFAM	Inward rectifier potassium channel transmembrane domain
Sphfalx0105s0037	PF00168	PFAM	C2 domain
Sphfalx0014s0006	PF13238	PFAM	AAA domain
Sphfalx0014s0006	PF09353	PFAM	Domain of unknown function (DUF1995)
Sphfalx0004s0349	PF03144	PFAM	Elongation factor Tu domain 2
Sphfalx0004s0349	PF00009	PFAM	Elongation factor Tu GTP binding domain
Sphfalx0004s0349	PF09173	PFAM	Initiation factor eIF2 gamma, C terminal
Sphfalx0020s0216	PF12937	PFAM	F-box-like
Sphfalx0020s0216	PF13621	PFAM	Cupin-like domain
Sphfalx0071s0005	PF05173	PFAM	Dihydrodipicolinate reductase, C-terminus
Sphfalx0071s0005	PF01113	PFAM	Dihydrodipicolinate reductase, N-terminus
Sphfalx0000s0239	PF13952	PFAM	Domain of unknown function (DUF4216)
Sphfalx0003s0107	PF04043	PFAM	Plant invertase/pectin methylesterase inhibitor
Sphfalx0003s0107	PF01095	PFAM	Pectinesterase
Sphfalx0042s0164	PF13419	PFAM	Haloacid dehalogenase-like hydrolase
Sphfalx0012s0153	PF10250	PFAM	GDP-fucose protein O-fucosyltransferase
Sphfalx0175s0019	PF00420	PFAM	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
Sphfalx0047s0158	PF13238	PFAM	AAA domain
Sphfalx0120s0050	PF01490	PFAM	Transmembrane amino acid transporter protein
Sphfalx0055s0115	PF00300	PFAM	Histidine phosphatase superfamily (branch 1)
Sphfalx0181s0029	PF01251	PFAM	Ribosomal protein S7e
Sphfalx0004s0138	PF01565	PFAM	FAD binding domain 
Sphfalx0054s0070	PF14214	PFAM	Helitron helicase-like domain at N-terminus
Sphfalx0036s0072	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0430s0001	PF00098	PFAM	Zinc knuckle
Sphfalx0430s0001	PF14227	PFAM	
Sphfalx0321s0015	PF00378	PFAM	Enoyl-CoA hydratase/isomerase
Sphfalx0067s0110	PF00076	PFAM	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Sphfalx0028s0027	PF00365	PFAM	Phosphofructokinase
Sphfalx0079s0101	PF00536	PFAM	SAM domain (Sterile alpha motif)
Sphfalx0170s0001	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0185s0004	PF00098	PFAM	Zinc knuckle
Sphfalx0185s0004	PF14227	PFAM	
Sphfalx0021s0191	PF07853	PFAM	Protein of unknown function (DUF1648)
Sphfalx0062s0094	PF00011	PFAM	Hsp20/alpha crystallin family
Sphfalx0078s0013	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0065s0102	PF00069	PFAM	Protein kinase domain
Sphfalx0003s0338	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0019s0071	PF03007	PFAM	Wax ester synthase-like Acyl-CoA acyltransferase domain
Sphfalx0019s0071	PF06974	PFAM	Protein of unknown function (DUF1298)
Sphfalx0004s0115	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0004s0115	PF04158	PFAM	Sof1-like domain 
Sphfalx0170s0026	PF00295	PFAM	Glycosyl hydrolases family 28
Sphfalx0021s0073	PF04117	PFAM	Mpv17 / PMP22 family 
Sphfalx0125s0020	PF01039	PFAM	Carboxyl transferase domain
Sphfalx0000s0070	PF00139	PFAM	Legume lectin domain
Sphfalx0000s0070	PF00069	PFAM	Protein kinase domain
Sphfalx0012s0069	PF02362	PFAM	B3 DNA binding domain
Sphfalx0017s0131	PF04525	PFAM	LURP-one-related
Sphfalx0279s0005	PF16916	PFAM	Dimerisation domain of Zinc Transporter
Sphfalx0279s0005	PF01545	PFAM	Cation efflux family
Sphfalx0012s0189	PF00244	PFAM	14-3-3 protein
Sphfalx0143s0042	PF03896	PFAM	Translocon-associated protein (TRAP), alpha subunit
Sphfalx0070s0088	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0024s0006	PF00643	PFAM	B-box zinc finger
Sphfalx0000s0317	PF02990	PFAM	Endomembrane protein 70
Sphfalx0094s0057	PF07058	PFAM	Microtubule-associated protein 70
Sphfalx0023s0050	PF00162	PFAM	Phosphoglycerate kinase
Sphfalx0199s0004	PF08718	PFAM	Glycolipid transfer protein (GLTP)
Sphfalx0047s0137	PF00892	PFAM	EamA-like transporter family
Sphfalx0359s0012	PF05151	PFAM	Photosystem II reaction centre M protein (PsbM)
Sphfalx0135s0015	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0017s0031	PF03847	PFAM	Transcription initiation factor TFIID subunit A
Sphfalx0128s0058	PF10609	PFAM	NUBPL iron-transfer P-loop NTPase
Sphfalx0149s0029	PF01145	PFAM	SPFH domain / Band 7 family
Sphfalx0148s0042	PF12937	PFAM	F-box-like
Sphfalx0020s0220	PF00187	PFAM	Chitin recognition protein
Sphfalx0020s0220	PF03330	PFAM	Lytic transglycolase
Sphfalx0213s0011	PF01764	PFAM	Lipase (class 3)
Sphfalx0263s0007	PF00534	PFAM	Glycosyl transferases group 1
Sphfalx0263s0007	PF08323	PFAM	Starch synthase catalytic domain
Sphfalx0235s0006	PF12799	PFAM	Leucine Rich repeats (2 copies)
Sphfalx0235s0006	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0011s0219	PF05024	PFAM	N-acetylglucosaminyl transferase component (Gpi1)
Sphfalx0109s0070	PF07714	PFAM	Protein tyrosine kinase
Sphfalx0109s0070	PF12819	PFAM	Malectin-like domain
Sphfalx0061s0011	PF09337	PFAM	H2C2 zinc finger
Sphfalx0061s0011	PF00078	PFAM	Reverse transcriptase (RNA-dependent DNA polymerase)
Sphfalx0048s0086	PF13837	PFAM	Myb/SANT-like DNA-binding domain
Sphfalx0351s0002	PF00931	PFAM	NB-ARC domain
Sphfalx0357s0011	PF00421	PFAM	Photosystem II protein
Sphfalx0055s0116	PF06454	PFAM	Protein of unknown function (DUF1084)
Sphfalx0208s0015	PF08240	PFAM	Alcohol dehydrogenase GroES-like domain
Sphfalx0208s0015	PF13561	PFAM	Enoyl-(Acyl carrier protein) reductase
Sphfalx0208s0015	PF00107	PFAM	Zinc-binding dehydrogenase
Sphfalx0009s0323	PF02790	PFAM	Cytochrome C oxidase subunit II, transmembrane domain
Sphfalx0009s0323	PF00116	PFAM	Cytochrome C oxidase subunit II, periplasmic domain
Sphfalx0042s0148	PF02485	PFAM	Core-2/I-Branching enzyme
Sphfalx0057s0007	PF00490	PFAM	Delta-aminolevulinic acid dehydratase
Sphfalx0000s0675	PF00400	PFAM	WD domain, G-beta repeat
Sphfalx0075s0073	PF16487	PFAM	Mid domain of argonaute
Sphfalx0075s0073	PF16488	PFAM	Argonaute linker 2 domain 
Sphfalx0075s0073	PF08699	PFAM	Argonaute linker 1 domain
Sphfalx0075s0073	PF16486	PFAM	N-terminal domain of argonaute
Sphfalx0075s0073	PF02170	PFAM	PAZ domain
Sphfalx0075s0073	PF02171	PFAM	Piwi domain
Sphfalx0080s0001	PF00560	PFAM	Leucine Rich Repeat
Sphfalx0080s0001	PF08263	PFAM	Leucine rich repeat N-terminal domain
Sphfalx0080s0001	PF13855	PFAM	Leucine rich repeat
Sphfalx0080s0001	PF00069	PFAM	Protein kinase domain
Sphfalx0361s0001	PF13632	PFAM	Glycosyl transferase family group 2
Sphfalx0361s0001	PF14570	PFAM	RING/Ubox like zinc-binding domain
Sphfalx0000s0654	PF01569	PFAM	PAP2 superfamily
Sphfalx0008s0249	PF00067	PFAM	Cytochrome P450
